"COD UNIDADE ORGANIZACIONAL";"DESCRICAO UNIDADE ORGANIZACIONAL";"VP";"DIRETORIA";"AREA ATENDIMENTO"
"3051";"TMO - 188 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3473";"MG ENCARREGADO EXPEDICAO - T2";"PRESIDENCIA";"LOGISTICA";""
"2614";"ROS - 394 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2017";"RS EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2826";"TMO - 186 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"104";"COORD GRC - MANUTENCAO";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"210";"EQUIPE SUPPLY CHAIN VAREJO";"PRESIDENCIA";"SUPPLY CHAIN VAREJO";""
"1460";"GER CONSOLIDACAO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1702";"GO ENCARREGADO RECEBIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"1839";"AL EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"1394";"ESG";"PRESIDENCIA";"ESG";""
"1761";"RS EQUIPE D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"1371";"SUPERINTENDENCIA GESTAO DE CATEGORIAS";"VP COMERCIAL";"COMERCIAL";""
"3605";"DML - 634 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1665";"SUP SPC 1";"VP COMERCIAL";"VENDAS";""
"3658";"RJ EQUIPE SPCIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"2178";"SPC COORD CRDK";"PRESIDENCIA";"LOGISTICA";""
"2984";"TMO - 117 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1720";"DF ENCARREGADO ESTOQUE/ARMAZENAGEM - T1";"PRESIDENCIA";"LOGISTICA";""
"344";"CONSULTORES VENDAS 100%";"VP COMERCIAL";"VENDAS";""
"3314";"ES EQUIPE RECEBIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"3571";"DIRETORIA COMERCIAL SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"3080";"TMO - 161 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1895";"BA EQUIPE GR";"PRESIDENCIA";"LOGISTICA";""
"2337";"DML - 77 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3164";"DML - 1 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2215";"EQUIPES PE 4";"VP COMERCIAL";"VENDAS";""
"2271";"DML - 602 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3522";"ROS - 475 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2813";"TMO - 109 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2115";"EQUIPE GESTAO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"3239";"TO D&E";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2039";"ES ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"1433";"EQUIPE REMUNERACAO - PROCESSOS";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"346";"CONSULTORES VENDAS HIBRIDO";"VP COMERCIAL";"VENDAS";""
"1682";"SUP AL";"VP COMERCIAL";"VENDAS";""
"2169";"GER REGIONAL OPERACOES SP";"PRESIDENCIA";"LOGISTICA";""
"2230";"MG ENCARREGADO RECEBIMENTO - T2";"PRESIDENCIA";"LOGISTICA";""
"2779";"ROS - 338 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1483";"RJ EQUIPE FACILITIES";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1716";"DF ENCARREGADO CONFERENCIA/LOOP 3 - T1";"PRESIDENCIA";"LOGISTICA";""
"1903";"BA EQUIPE RECONFERENCIA/EMBALAGEM - T3";"PRESIDENCIA";"LOGISTICA";""
"72";"EQUIPE SUPRIMENTOS";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"3512";"SPI ENCARREGADO AUTOMACAO";"PRESIDENCIA";"LOGISTICA";""
"2360";"DML - 606 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1525";"RJ ENCARREGADO LINHA 3 - T1";"PRESIDENCIA";"LOGISTICA";""
"3736";"TMO - 232 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3184";"SUPERINTENDENCIA PBM";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"3745";"ROS - 474 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1654";"SUP RS 2";"VP COMERCIAL";"VENDAS";""
"1835";"PE EQUIPE M&A - T3";"PRESIDENCIA";"LOGISTICA";""
"1503";"COORD LOGISTICA ESTOQUE";"PRESIDENCIA";"LOGISTICA";""
"3696";"SE EQUIPE CGG";"PRESIDENCIA ";"CULTURA E GESTAO DE GENTE";""
"2777";"ROS - 333 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1999";"EQUIPES MS";"VP COMERCIAL";"VENDAS";""
"2757";"ROS - 325 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1775";"PR EQUIPE RECEBIMENTO/ARMAZENAGEM - T1";"PRESIDENCIA";"LOGISTICA";""
"2947";"TMO - 149 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2997";"TMO - 184 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3094";"TMO - 151 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1764";"PR SUP OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"3583";"ROS - 438 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2599";"ROS - 329 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2533";"ROS - 349 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
